	countsfilteredBeiRNA_BagBrown_mean	countsfilteredBeiRNA_SeaWater_mean	theta	prob	log2FC
TRINITY_DN5007_c1_g1~~TRINITY_DN5007_c1_g1_i1.p1	37.706096412075	22.263561934325	1.10497484691918	0.992489205410808	0.760113373659799
TRINITY_DN5340_c1_g1~~TRINITY_DN5340_c1_g1_i1.p1	6.729130853425	3.230346161225	1.11211469131993	0.992485851516722	1.05873140458573
TRINITY_DN5706_c0_g1~~TRINITY_DN5706_c0_g1_i15.p1	0.620439160425	5.992775848225	-1.11641327205897	0.992478714801219	-3.27186275950622
TRINITY_DN5551_c0_g3~~TRINITY_DN5551_c0_g3_i1.p1	39.994837574325	68.8719260524	-1.11062958618551	0.992474362638562	-0.784102230751152
TRINITY_DN884_c0_g1~~TRINITY_DN884_c0_g1_i19.p1	55.232308600175	30.06799855645	1.11176955503429	0.99247326846339	0.877283590755219
TRINITY_DN4862_c0_g1~~TRINITY_DN4862_c0_g1_i15.p1	0.5	1.98556743195	-1.11060535023126	0.992470218536634	-1.98955135712927
TRINITY_DN7228_c0_g1~~TRINITY_DN7228_c0_g1_i11.p1	4.539039793325	9.729855025575	-1.1105304142208	0.992457408388718	-1.10003117277212
TRINITY_DN6268_c0_g3~~TRINITY_DN6268_c0_g3_i1.p1	39.78845121795	18.1031197804	1.12592333870155	0.992454482965615	1.13611139868807
TRINITY_DN3606_c0_g1~~TRINITY_DN3606_c0_g1_i2.p1	1.216939134925	5.14362272895	-1.11049785234718	0.992451843489767	-2.07952781507677
TRINITY_DN19532_c0_g1~~TRINITY_DN19532_c0_g1_i2.p1	4.143559130875	0.433751288325	1.11096948384115	0.992447478336099	3.25593056248334
TRINITY_DN20796_c0_g1~~TRINITY_DN20796_c0_g1_i17.p1	0.56209758555	2.893017029	-1.11662735988546	0.992445615687184	-2.36368229230012
TRINITY_DN790_c0_g1~~TRINITY_DN790_c0_g1_i13.p1	146.590191800975	85.634794631775	1.13212159699123	0.992444957693317	0.775519569139973
TRINITY_DN12099_c0_g1~~TRINITY_DN12099_c0_g1_i3.p1	21.082698718525	9.621800596225	1.10602931632402	0.992442224367836	1.13168074667468
TRINITY_DN2887_c1_g1~~TRINITY_DN2887_c1_g1_i9.p1	4.4214859133	0.5	1.46355061954472	0.992433747224911	3.14453129257882
TRINITY_DN64369_c0_g1~~TRINITY_DN64369_c0_g1_i2.p1	729.5119619376	543.21005793935	1.10645819483845	0.992430994699062	0.425421442060115
TRINITY_DN8080_c0_g1~~TRINITY_DN8080_c0_g1_i3.p1	33.374007432575	23.31991754085	1.11034138068927	0.99242849497581	0.517162243448421
TRINITY_DN2980_c0_g1~~TRINITY_DN2980_c0_g1_i3.p1	6.8266870531	2.258413153325	1.12651579759739	0.992428363566651	1.59587618141976
TRINITY_DN1075_c0_g1~~TRINITY_DN1075_c0_g1_i20.p1	25.68892915675	14.250497573225	1.10972257150389	0.992417578714518	0.85013445915041
TRINITY_DN7064_c0_g1~~TRINITY_DN7064_c0_g1_i1.p1	25.717531442825	18.081971825275	1.12678611473463	0.99241642532284	0.508200157738032
TRINITY_DN1562_c0_g1~~TRINITY_DN1562_c0_g1_i17.p1	61.88232112175	46.2188822515	1.10702507851391	0.992416116097761	0.421044940961925
TRINITY_DN41247_c0_g1~~TRINITY_DN41247_c0_g1_i3.p1	119.5475461292	81.3480323016	1.1268044435818	0.992415615374958	0.555405162538888
TRINITY_DN44057_c0_g1~~TRINITY_DN44057_c0_g1_i6.p1	78.42753920795	53.590823246975	1.10707729498656	0.992414743574027	0.549374355727542
TRINITY_DN53869_c0_g1~~TRINITY_DN53869_c0_g1_i1.p1	28.46021244995	20.3479017952	1.10951688034175	0.992413957102375	0.484066394871799
TRINITY_DN91_c0_g1~~TRINITY_DN91_c0_g1_i3.p1	5.3869878203	0.57933997075	1.12689762507152	0.992411496769936	3.21699669304178
TRINITY_DN10598_c0_g1~~TRINITY_DN10598_c0_g1_i1.p1	2.495751608125	0.551399648525	1.13157236386222	0.992405659140714	2.17830410299788
TRINITY_DN6280_c0_g2~~TRINITY_DN6280_c0_g2_i1.p1	53.275575241875	41.576886921325	1.08395015174025	0.992404944907448	0.357692525433243
TRINITY_DN13431_c0_g1~~TRINITY_DN13431_c0_g1_i5.p1	1.4635193548	0.369155726175	1.10836307931133	0.992404425077425	1.98714038304483
TRINITY_DN6614_c0_g1~~TRINITY_DN6614_c0_g1_i2.p1	30.758851388675	19.2426718241	1.10842749794727	0.992404282615044	0.676692500859952
TRINITY_DN8184_c0_g1~~TRINITY_DN8184_c0_g1_i2.p1	58.6419243633	42.5172017892	1.10875620769119	0.992403554995327	0.463885795973077
TRINITY_DN5732_c0_g2~~TRINITY_DN5732_c0_g2_i9.p1	6.715334094875	12.40634386605	-1.11691320550459	0.992401355158658	-0.885546935553318
TRINITY_DN1891_c0_g1~~TRINITY_DN1891_c0_g1_i9.p1	0.5	4.7225953352	-1.11693701084011	0.992397665648486	-3.23957992064371
TRINITY_DN15986_c0_g1~~TRINITY_DN15986_c0_g1_i2.p1	2.253794071625	0.5790553645	1.08388877847937	0.992395516600361	1.96058250446372
TRINITY_DN4814_c0_g1~~TRINITY_DN4814_c0_g1_i4.p1	3.41724468585	1.283928711175	1.12745830960304	0.992392218336614	1.41226845260839
TRINITY_DN23929_c0_g2~~TRINITY_DN23929_c0_g2_i2.p1	3.0354368779	0.830895399625	1.08383762451776	0.992387660623437	1.86916539808869
TRINITY_DN34555_c0_g1~~TRINITY_DN34555_c0_g1_i1.p1	17.39630213475	10.415694421325	1.1278446017861	0.992381539196244	0.740021642479278
TRINITY_DN86657_c3_g1~~TRINITY_DN86657_c3_g1_i4.p1	424.566120407925	317.7534599104	1.13084808599685	0.992381418927543	0.418081417101206
TRINITY_DN60032_c0_g1~~TRINITY_DN60032_c0_g1_i1.p1	56.967775249125	37.149333622175	1.13082626497143	0.992380689714961	0.6168097338332
TRINITY_DN420_c1_g1~~TRINITY_DN420_c1_g1_i10.p1	22.195777511075	12.826853079275	1.13058665057177	0.99237268651641	0.791117981478895
TRINITY_DN95808_c1_g1~~TRINITY_DN95808_c1_g1_i5.p1	1.0833596243	6.7983769003	-1.11002979947402	0.9923719512763	-2.64967811758406
TRINITY_DN694_c0_g1~~TRINITY_DN694_c0_g1_i57.p1	5.7049799518	2.57786394485	1.12872121913304	0.992359328758297	1.14604569387675
TRINITY_DN25170_c0_g1~~TRINITY_DN25170_c0_g1_i7.p1	230.346038643775	177.672843459925	1.1287759339523	0.992359299426452	0.374579599128645
TRINITY_DN2042_c0_g1~~TRINITY_DN2042_c0_g1_i6.p1	4.020905851025	0.5	1.12955012354348	0.992358883700432	3.00752055602151
TRINITY_DN827_c0_g1~~TRINITY_DN827_c0_g1_i4.p1	12.4275377203	24.1714455764	-1.10993679674396	0.992356098622565	-0.959763274062667
TRINITY_DN1905_c0_g1~~TRINITY_DN1905_c0_g1_i10.p1	0.6224365592	4.4746266829	-1.16680309528378	0.992275342956801	-2.84576861815452
TRINITY_DN1943_c5_g2~~TRINITY_DN1943_c5_g2_i1.p1	119.008021574425	89.042796487425	1.5951271089117	0.99227209968604	0.418488011778742
TRINITY_DN8487_c0_g1~~TRINITY_DN8487_c0_g1_i1.p1	2.047329391025	6.184712586725	-1.16736930406132	0.992270721698286	-1.59496331890031
TRINITY_DN299_c0_g1~~TRINITY_DN299_c0_g1_i12.p1	0.8443223444	3.0357194773	-1.16657043324396	0.992267506890547	-1.84617268168874
TRINITY_DN1381_c0_g1~~TRINITY_DN1381_c0_g1_i1.p1	16.894107256075	38.7033031133	-1.10937293415041	0.992258409040122	-1.19593658223671
TRINITY_DN1443_c0_g1~~TRINITY_DN1443_c0_g1_i3.p1	1.672665505125	6.3147624237	-1.16623545952287	0.992256255990959	-1.91657948925171
TRINITY_DN21315_c0_g1~~TRINITY_DN21315_c0_g1_i2.p1	0.325689796425	1.3576956284	-1.16804295459013	0.992234241143608	-2.05958966166266
TRINITY_DN16291_c0_g4~~TRINITY_DN16291_c0_g4_i1.p1	0.565259917325	2.400765976625	-1.18735175123948	0.992228303924752	-2.08650847450113
TRINITY_DN8760_c0_g1~~TRINITY_DN8760_c0_g1_i29.p1	8.307269004375	18.663146400225	-1.10916622665634	0.992210666003618	-1.16774605176778
TRINITY_DN4264_c0_g1~~TRINITY_DN4264_c0_g1_i4.p1	112.0345762313	78.87610415765	1.08259162651245	0.992194467120497	0.506283845989035
TRINITY_DN199_c0_g2~~TRINITY_DN199_c0_g2_i1.p1	0.43666026445	5.2047211873	-1.18719743441539	0.992168945246448	-3.57523772286982
TRINITY_DN695_c1_g1~~TRINITY_DN695_c1_g1_i12.p1	4.2817188118	10.419252273775	-1.16500951655864	0.992150288948894	-1.2829897883416
TRINITY_DN3354_c0_g1~~TRINITY_DN3354_c0_g1_i2.p1	3.40551365835	0.9501130099	1.08217644358375	0.992129144955285	1.84170139018216
TRINITY_DN3440_c0_g1~~TRINITY_DN3440_c0_g1_i20.p2	3.604525791	9.395691357025	-1.10879738580999	0.992125589131078	-1.38218985048255
TRINITY_DN12579_c0_g1~~TRINITY_DN12579_c0_g1_i1.p2	1.006427677825	3.233145131975	-1.23508789963003	0.992109741991563	-1.68369476623918
TRINITY_DN1565_c0_g1~~TRINITY_DN1565_c0_g1_i4.p1	0.8157927583	3.245449721775	-1.16444084863688	0.992066983531161	-1.99214380058349
TRINITY_DN7347_c0_g1~~TRINITY_DN7347_c0_g1_i3.p1	7.199628205675	22.023055213	-1.18688944453142	0.992050716443881	-1.61302031317964
TRINITY_DN47817_c0_g1~~TRINITY_DN47817_c0_g1_i1.p1	3.03429715075	12.054586619575	-1.10845043812231	0.992045695158305	-1.99014789664032
TRINITY_DN564_c0_g1~~TRINITY_DN564_c0_g1_i5.p1	0.646752703325	3.1820125244	-1.11845715221817	0.992022448352433	-2.29865342985267
TRINITY_DN9464_c0_g1~~TRINITY_DN9464_c0_g1_i1.p1	5.429600281875	0.5	1.17403652603568	0.992005005581168	3.44084599313406
TRINITY_DN4028_c0_g1~~TRINITY_DN4028_c0_g1_i5.p1	2.902809226475	8.458047153275	-1.16369761619374	0.991917696467606	-1.542874842643
TRINITY_DN1409_c0_g1~~TRINITY_DN1409_c0_g1_i7.p1	3.9974634531	9.8027184662	-1.17071544824652	0.991915754925026	-1.29409704552244
TRINITY_DN2648_c0_g1~~TRINITY_DN2648_c0_g1_i21.p1	0.775966145275	4.570041083975	-1.170761149487	0.991907858594196	-2.55814151957701
TRINITY_DN8253_c0_g1~~TRINITY_DN8253_c0_g1_i1.p1	112.1767399544	71.31911987145	1.96631889819984	0.99190278309906	0.653412757281251
TRINITY_DN3223_c0_g2~~TRINITY_DN3223_c0_g2_i3.p1	0.590961478425	2.04659654135	-1.11888760293612	0.99187509796707	-1.79209072558984
TRINITY_DN1490_c0_g2~~TRINITY_DN1490_c0_g2_i12.p1	4.880764040625	9.7671920094	-1.10763402673827	0.991845375988082	-1.00083685169792
TRINITY_DN1381_c0_g1~~TRINITY_DN1381_c0_g1_i13.p1	13.151494774975	7.079550854375	1.08023116795509	0.991825374738709	0.893497043035566
TRINITY_DN1827_c0_g1~~TRINITY_DN1827_c0_g1_i21.p1	90.352407025775	65.391261690675	1.21940490773306	0.991819074436386	0.466465175988966
TRINITY_DN3958_c1_g1~~TRINITY_DN3958_c1_g1_i6.p1	13.765025939325	7.36643125375	1.08001638446431	0.991792253520012	0.901969563935756
TRINITY_DN1877_c0_g1~~TRINITY_DN1877_c0_g1_i8.p1	20.2260328988	4.726973243525	1.21935819781047	0.991783347399707	2.09722477615683
TRINITY_DN40928_c0_g1~~TRINITY_DN40928_c0_g1_i2.p1	10.94663724345	6.4378588274	1.17433338720606	0.991707773643887	0.765834902478626
TRINITY_DN11518_c0_g1~~TRINITY_DN11518_c0_g1_i5.p1	0.535249394325	2.825829628	-1.46533525051216	0.991627575610304	-2.40039132360892
TRINITY_DN24198_c0_g2~~TRINITY_DN24198_c0_g2_i1.p1	123.707394317	85.07779946995	1.27992629534049	0.991584625180755	0.540077112867319
TRINITY_DN8869_c1_g1~~TRINITY_DN8869_c1_g1_i4.p1	0.435100186775	1.62351174775	-1.16244368820134	0.991583685330548	-1.89969828272457
TRINITY_DN4977_c0_g1~~TRINITY_DN4977_c0_g1_i7.p1	34.36100710175	13.085216011925	1.2190819859231	0.991572379588021	1.39283458095224
TRINITY_DN30465_c0_g1~~TRINITY_DN30465_c0_g1_i3.p1	17.874390659425	33.984585978575	-1.1624024483523	0.991567874491261	-0.926986486065144
TRINITY_DN5101_c0_g1~~TRINITY_DN5101_c0_g1_i1.p1	1.555373661875	7.197011919825	-1.46542751132145	0.991547980313521	-2.21013683373547
TRINITY_DN695_c1_g1~~TRINITY_DN695_c1_g1_i2.p1	2.598102312825	9.787121690675	-1.11980512288143	0.991547613085728	-1.91342639286487
TRINITY_DN2908_c0_g1~~TRINITY_DN2908_c0_g1_i2.p1	17.827478708225	11.41309160775	1.07836556383176	0.991546819741846	0.643413035430254
TRINITY_DN7369_c0_g1~~TRINITY_DN7369_c0_g1_i25.p1	0.59671112455	3.26714344065	-1.10655942904537	0.991544414709495	-2.45292521766686
TRINITY_DN8369_c0_g1~~TRINITY_DN8369_c0_g1_i1.p1	4.1983999994	1.0696584592	1.07830588866289	0.991538347781082	1.97268940568987
TRINITY_DN6392_c0_g1~~TRINITY_DN6392_c0_g1_i1.p1	42.178485794	25.904428263725	1.07813197915107	0.991513673572705	0.703308561128141
TRINITY_DN3851_c0_g1~~TRINITY_DN3851_c0_g1_i1.p1	35.05885542175	22.776536576625	1.6334788366279	0.99149394951624	0.622230510670997
TRINITY_DN5208_c0_g1~~TRINITY_DN5208_c0_g1_i1.p1	72.14627776005	48.6537169911	1.27977538004482	0.991473462724942	0.568374937145763
TRINITY_DN2584_c0_g1~~TRINITY_DN2584_c0_g1_i6.p1	15.377904549375	34.487792666325	-1.16211401716156	0.991457472893805	-1.16522686477698
TRINITY_DN740_c0_g1~~TRINITY_DN740_c0_g1_i3.p2	14.466807683675	8.57624005875	1.07727704649692	0.991392707855249	0.75432941071189
TRINITY_DN6653_c0_g2~~TRINITY_DN6653_c0_g2_i3.p1	159.61109207885	108.56387210975	1.0772732960288	0.991392178407202	0.556016831398675
TRINITY_DN899_c0_g1~~TRINITY_DN899_c0_g1_i5.p1	51.881073793925	9.65507641395	1.43256908055039	0.99138258574257	2.42584875730177
TRINITY_DN97_c0_g1~~TRINITY_DN97_c0_g1_i12.p1	6.8368649123	24.38273447155	-1.35352407401814	0.991372955490979	-1.83445310528505
TRINITY_DN15582_c0_g1~~TRINITY_DN15582_c0_g1_i3.p1	245.13322589885	197.351762078375	1.07710226763338	0.991368045794291	0.312796642970009
TRINITY_DN6275_c0_g1~~TRINITY_DN6275_c0_g1_i2.p1	11.859607885125	21.18406329975	-1.1737442684634	0.991350814043783	-0.836923027391367
TRINITY_DN3693_c2_g5~~TRINITY_DN3693_c2_g5_i1.p1	2.6441561457	7.69430706215	-1.17381386556972	0.991337557944028	-1.54098403041315
TRINITY_DN543_c1_g1~~TRINITY_DN543_c1_g1_i11.p1	3.93590487065	1.288327503175	1.07680520304876	0.991327805496081	1.61119596698327
TRINITY_DN3651_c0_g1~~TRINITY_DN3651_c0_g1_i6.p1	1.040146464425	4.825571875925	-1.10582357038489	0.991309688514415	-2.21391323502219
TRINITY_DN4093_c0_g1~~TRINITY_DN4093_c0_g1_i3.p1	0.749195171075	5.173860664925	-1.10578861472225	0.99129805226184	-2.78782769607309
TRINITY_DN102895_c0_g2~~TRINITY_DN102895_c0_g2_i1.p1	3.07745371105	8.7746973705	-1.17403728840186	0.99129494417269	-1.51161221249386
TRINITY_DN4969_c1_g1~~TRINITY_DN4969_c1_g1_i4.p1	0.774938908625	3.29373003035	-1.17406762071188	0.991289151943291	-2.08756782296205
TRINITY_DN7898_c0_g1~~TRINITY_DN7898_c0_g1_i1.p1	18.4151027088	10.686403610675	1.07642336781054	0.991276963497363	0.785113031881813
TRINITY_DN675_c0_g2~~TRINITY_DN675_c0_g2_i23.p1	2.4976974965	10.22176754375	-1.37843382942248	0.991274078784339	-2.03297402447442
TRINITY_DN31011_c0_g1~~TRINITY_DN31011_c0_g1_i8.p1	30.780903158425	357.909767759125	-1.55981126298246	0.991245993718381	-3.53948844879554
TRINITY_DN14989_c0_g1~~TRINITY_DN14989_c0_g1_i5.p1	0.8143118214	3.080823680025	-1.1615438378447	0.9912401467687	-1.91966286596999
TRINITY_DN81665_c0_g1~~TRINITY_DN81665_c0_g1_i1.p1	0.823221875525	4.50382978445	-1.16146337109547	0.991209574376368	-2.4517990792575
TRINITY_DN73_c5_g1~~TRINITY_DN73_c5_g1_i2.p1	34.036918168475	48.594808155175	-1.12065829379816	0.991185146597192	-0.513701769390586
TRINITY_DN465_c0_g1~~TRINITY_DN465_c0_g1_i21.p1	0.59690965875	5.43335452	-1.17475085710978	0.991160069411047	-3.18625868052531
TRINITY_DN4834_c0_g1~~TRINITY_DN4834_c0_g1_i1.p1	0.43666026445	1.999572074575	-1.10537104576742	0.991159177564372	-2.19510812530816
TRINITY_DN6498_c0_g1~~TRINITY_DN6498_c0_g1_i9.p1	0.426110991875	2.671288251325	-1.37827040764907	0.991154526056639	-2.64823448901842
TRINITY_DN5590_c0_g1~~TRINITY_DN5590_c0_g1_i5.p1	10.0042410345	28.178634144675	-1.49466293182001	0.99114343436958	-1.49398996178645
TRINITY_DN15660_c0_g1~~TRINITY_DN15660_c0_g1_i11.p1	57.712212089575	34.289652380975	1.56418384985438	0.991124976631736	0.751103351378201
TRINITY_DN5137_c0_g1~~TRINITY_DN5137_c0_g1_i4.p1	16.10310237665	26.89886406585	-1.23648916058131	0.991118569932232	-0.74020658879004
TRINITY_DN4928_c0_g1~~TRINITY_DN4928_c0_g1_i4.p1	1.86154694065	5.8278199683	-1.17506550931286	0.991109002739648	-1.64645431512592
TRINITY_DN9538_c1_g1~~TRINITY_DN9538_c1_g1_i1.p2	18.6468729203	11.5827106532	1.0750421955589	0.991096915671742	0.686960790164952
TRINITY_DN5230_c0_g1~~TRINITY_DN5230_c0_g1_i1.p1	1.92444799055	0.433751288325	1.07485249604851	0.9910731142321	2.14950473401777
TRINITY_DN4654_c0_g1~~TRINITY_DN4654_c0_g1_i9.p1	0.411491544325	1.9431559234	-1.12091679124525	0.991068821094654	-2.23946698045953
TRINITY_DN6207_c0_g2~~TRINITY_DN6207_c0_g2_i5.p1	3.67032787685	8.8219805962	-1.18343835937605	0.991066055628789	-1.26519363993697
TRINITY_DN12180_c0_g1~~TRINITY_DN12180_c0_g1_i10.p1	20.07740262255	46.253938351475	-1.16108383631205	0.991065699197781	-1.20400356849758
TRINITY_DN5510_c0_g1~~TRINITY_DN5510_c0_g1_i7.p1	1.098273125975	4.54024090495	-1.17561793374933	0.991018983847132	-2.04753197076795
TRINITY_DN2213_c1_g1~~TRINITY_DN2213_c1_g1_i1.p1	0.42790985645	2.12149821305	-1.17568704248859	0.991007689732832	-2.30970464803102
TRINITY_DN3260_c0_g1~~TRINITY_DN3260_c0_g1_i5.p1	0.6936980003	3.02305210945	-1.17572769927235	0.991001041981295	-2.12362621654776
TRINITY_DN990_c0_g1~~TRINITY_DN990_c0_g1_i39.p1	0.5	2.94977304525	-1.1829469874379	0.990974237478304	-2.56060395817344
TRINITY_DN0_c0_g1~~TRINITY_DN0_c0_g1_i20.p1	2280.50086474518	3418.06729172593	-1.23670011107515	0.990967763874771	-0.583830082477557
TRINITY_DN69330_c0_g3~~TRINITY_DN69330_c0_g3_i2.p1	48.3911053518	32.048833644075	1.07399553056054	0.990965882616627	0.59447004001973
TRINITY_DN1275_c1_g1~~TRINITY_DN1275_c1_g1_i1.p1	38.846888582925	29.83007512005	1.07398418025457	0.990964465549303	0.381031440742685
TRINITY_DN6547_c0_g1~~TRINITY_DN6547_c0_g1_i7.p1	10.15006743015	2.65256811795	1.2182705710383	0.990955567860476	1.93602760659025
TRINITY_DN4058_c0_g1~~TRINITY_DN4058_c0_g1_i1.p1	191.582098777	128.455863591075	1.07385731302227	0.990949076765746	0.576690017452207
TRINITY_DN109_c1_g1~~TRINITY_DN109_c1_g1_i2.p1	0.3419887151	2.25625581005	-1.16082069116638	0.990940997446082	-2.72191002192434
TRINITY_DN2322_c5_g2~~TRINITY_DN2322_c5_g2_i1.p1	9.99828547445	0.55125386495	1.63293775510146	0.990897293044533	4.18089194909052
TRINITY_DN4667_c0_g1~~TRINITY_DN4667_c0_g1_i8.p1	463.3332453635	208.958333959625	1.07327555648818	0.990878640311526	1.14883490387291
TRINITY_DN6164_c0_g2~~TRINITY_DN6164_c0_g2_i16.p1	0.7126025362	3.52820572185	-1.17684575645431	0.990846550989652	-2.30776516045491
TRINITY_DN3931_c0_g1~~TRINITY_DN3931_c0_g1_i12.p1	54.708763316625	104.81813183895	-1.18222127419734	0.990844422508516	-0.938044452039048
TRINITY_DN649_c2_g1~~TRINITY_DN649_c2_g1_i1.p1	5.3769345763	10.9578078825	-1.46627458525786	0.990814932167241	-1.02710339208103
TRINITY_DN1318_c0_g1~~TRINITY_DN1318_c0_g1_i5.p1	2.559403732875	10.82218351395	-1.10424030048823	0.990756069303442	-2.08011196249109
TRINITY_DN10296_c0_g2~~TRINITY_DN10296_c0_g2_i5.p1	3.723480283425	1.037660569975	1.07215458327624	0.990743522415483	1.84331711853926
TRINITY_DN5188_c0_g1~~TRINITY_DN5188_c0_g1_i1.p1	0.39489857155	1.938733141125	-1.1777752106319	0.990738734408608	-2.29556018157887
TRINITY_DN1034_c0_g1~~TRINITY_DN1034_c0_g1_i26.p1	0.79674868655	5.110667255325	-1.37765655176839	0.990705062102418	-2.68131502277297
TRINITY_DN2327_c1_g1~~TRINITY_DN2327_c1_g1_i6.p1	0.5723308542	11.014273589725	-1.35443646967538	0.990700340191276	-4.26638115545435
TRINITY_DN5860_c0_g1~~TRINITY_DN5860_c0_g1_i5.p1	2.80744145895	7.7550757549	-1.10406349881798	0.990689379055185	-1.46588493447471
TRINITY_DN2057_c0_g1~~TRINITY_DN2057_c0_g1_i11.p1	0.373439922325	2.0402176584	-1.17886310219686	0.990683682980812	-2.44977500156538
TRINITY_DN119_c0_g1~~TRINITY_DN119_c0_g1_i4.p1	63.847576689475	52.423399078775	1.17531689614851	0.990666226547877	0.2844209644769
TRINITY_DN1700_c0_g1~~TRINITY_DN1700_c0_g1_i7.p2	3.486865569725	0.5	1.27866785611213	0.990653591540518	2.80193074449042
TRINITY_DN6061_c0_g1~~TRINITY_DN6061_c0_g1_i2.p1	26.408968025875	17.2578898042	1.07133543502791	0.990645298463729	0.61377185608611
TRINITY_DN57794_c0_g1~~TRINITY_DN57794_c0_g1_i12.p1	10.47397926785	1.0918001332	1.43345878304539	0.990594824025829	3.26202897091938
TRINITY_DN11644_c0_g1~~TRINITY_DN11644_c0_g1_i1.p1	29.104688080975	18.36829400525	1.07068228211511	0.990566097202206	0.664033916832186
TRINITY_DN41591_c0_g1~~TRINITY_DN41591_c0_g1_i7.p1	22.9781207595	7.268575468725	1.07066852571678	0.990564395801134	1.66051626310074
TRINITY_DN19989_c0_g1~~TRINITY_DN19989_c0_g1_i4.p1	0.551787099875	2.14607928795	-1.12201411491526	0.990530817271078	-1.95951974444685
TRINITY_DN35474_c0_g1~~TRINITY_DN35474_c0_g1_i4.p1	14.38973291305	9.625678267675	1.07030367656499	0.990519312837279	0.580079706518061
TRINITY_DN445_c0_g1~~TRINITY_DN445_c0_g1_i30.p1	0.5	4.781346623525	-1.12203530178474	0.990519293352685	-3.25741699759395
TRINITY_DN810_c0_g1~~TRINITY_DN810_c0_g1_i8.p1	20.332135417	9.648398124775	1.07013250294079	0.990498189343071	1.07540040069175
TRINITY_DN4409_c0_g1~~TRINITY_DN4409_c0_g1_i4.p1	0.54967030765	3.8626337948	-1.12212270901321	0.990471732507769	-2.8129464518742
TRINITY_DN3590_c1_g1~~TRINITY_DN3590_c1_g1_i2.p1	522.93129912185	427.054559009075	1.06983379314685	0.990461369754238	0.292201027377674
TRINITY_DN6422_c0_g1~~TRINITY_DN6422_c0_g1_i3.p1	2.029964347575	6.14909523375	-1.10344916424715	0.990457998611644	-1.59891976118042
TRINITY_DN1090_c0_g1~~TRINITY_DN1090_c0_g1_i14.p1	14.8373381604	5.832059155475	1.27835254040848	0.990415891886195	1.34715503529725
TRINITY_DN6763_c0_g1~~TRINITY_DN6763_c0_g1_i22.p1	18.719609002175	5.331374336825	1.06900650901823	0.99035615420053	1.81197091349332
TRINITY_DN983_c0_g1~~TRINITY_DN983_c0_g1_i13.p1	0.5	2.75722813165	-1.12236308972363	0.990340780648653	-2.4632186401388
TRINITY_DN74_c0_g3~~TRINITY_DN74_c0_g3_i1.p1	91.41951097645	66.964894215975	1.43378552118524	0.990306468938321	0.449097128685823
TRINITY_DN6207_c0_g2~~TRINITY_DN6207_c0_g2_i8.p1	0.450809189875	1.602082632525	-1.12242720780924	0.990305813006569	-1.82935973059105
TRINITY_DN891_c0_g1~~TRINITY_DN891_c0_g1_i11.p1	19.218749184725	12.432221811125	1.06855057370105	0.990296488121582	0.628430295017222
TRINITY_DN4508_c0_g1~~TRINITY_DN4508_c0_g1_i10.p1	20.799882518	5.957795963	1.06851448820453	0.990291771334216	1.80372475827061
TRINITY_DN15329_c0_g1~~TRINITY_DN15329_c0_g1_i4.p1	20.960798119225	13.267548504425	0.980325547385846	0.990250632809006	0.659791828006442
TRINITY_DN4992_c1_g1~~TRINITY_DN4992_c1_g1_i1.p1	51.492607905575	39.66452394615	0.981039102737606	0.990246670624523	0.376516105168939
TRINITY_DN1692_c0_g1~~TRINITY_DN1692_c0_g1_i3.p1	62.159647753675	27.038429723075	1.06816136630556	0.990245657130891	1.20096695983879
TRINITY_DN1846_c1_g1~~TRINITY_DN1846_c1_g1_i5.p1	4.11987329325	1.21367216385	0.981319722472176	0.9902451083055	1.76322119339717
TRINITY_DN6898_c0_g1~~TRINITY_DN6898_c0_g1_i5.p1	2.843302250025	0.747755187375	0.979602099251846	0.990237898422917	1.92692955035186
TRINITY_DN4434_c0_g1~~TRINITY_DN4434_c0_g1_i1.p1	21.252961795325	64.8455248519	-1.12255562173446	0.990235732429912	-1.60934310594426
TRINITY_DN4534_c0_g1~~TRINITY_DN4534_c0_g1_i8.p1	1.42733072355	7.699982268025	-1.23772326065766	0.990235453655185	-2.43153546635915
TRINITY_DN7905_c0_g1~~TRINITY_DN7905_c0_g1_i4.p1	6.0502886888	1.547224041	1.24656746848841	0.990234420054972	1.96732186513642
TRINITY_DN6896_c0_g1~~TRINITY_DN6896_c0_g1_i16.p1	8.091414733475	4.137200268975	0.981567824470727	0.990229141798307	0.967737175317453
TRINITY_DN186_c0_g2~~TRINITY_DN186_c0_g2_i3.p1	13.1919274968	3.282762134975	0.979404340407889	0.990225460486106	2.00667325196738
TRINITY_DN10832_c0_g1~~TRINITY_DN10832_c0_g1_i3.p1	12.3472659101	7.633801568725	0.98179885445868	0.990211240333253	0.693718026072251
TRINITY_DN413_c0_g1~~TRINITY_DN413_c0_g1_i7.p1	171.5246473432	86.36690965035	0.98179962937308	0.990211180253722	0.989865326610499
TRINITY_DN343_c0_g1~~TRINITY_DN343_c0_g1_i4.p1	2.856962343975	0.92188808145	0.979130197926389	0.990208240969777	1.63181849991434
TRINITY_DN91_c0_g1~~TRINITY_DN91_c0_g1_i14.p1	16.822919930925	3.74770915365	0.979027030133631	0.990201767532671	2.16634723387423
TRINITY_DN3416_c0_g1~~TRINITY_DN3416_c0_g1_i9.p1	218.759625321325	156.3052864853	0.979007886834438	0.990200566760734	0.484979922920441
